ghotonaar,ঘটনার,,,,
nirdesh,নির্দেশ,,,,
nirdaish,নির্দেশ,,,,
nite,নিতে,,,,
nitae,নিতে,,,,
kom,কম,,,,
kam,কম,কাম,,,
desher,দেশের,,,,
deser,দেশের,,,,
jokhon,যখন,,,,
zokhon,যখন,,,,
zokhun,যখন,,,,
prarothi,প্রার্থী,,,,
prarthi,প্রার্থী,,,,
kendriyo,কেন্দ্রীয়,,,,
kendrio,কেন্দ্রীয়,,,,
manuser,মানুষের,,,,
manusher,মানুষের,,,,
diyeche,দিয়েছে,,,,
diyeichhe,দিয়েছে,,,,
lokho,লক্ষ,,,,
lokkho,লক্ষ,লক্ষ্য,,,
haat,হাত,হাট,,,
hat,হাত,হাট,,,
nombour,নম্বর,,,,
nombor,নম্বর,,,,
mukkhomontri,মুখ্যমন্ত্রী,,,,
mukkuhyomontri,মুখ্যমন্ত্রী,,,,
holeo,হলেও,,,,
holeou,হলেও,,,,
parein,পারেন,,,,
paren,পারেন,,,,
korme,কর্মী,,,,
kormi,কর্মী,,,,
dot,•, •,,,
bindu,•, •,,,
paoa,পাওয়া,,,,
paowa,পাওয়া,,,,
prouti,প্রতি,,,,
proti,প্রতি,,,,
takar,টাকার,,,,
takaar,টাকার,,,,
jeno,যেন,,,,
zeno,যেন,,,,
gramer,গ্রামের,,,,
graamer,গ্রামের,,,,
uttor,উত্তর,উত্তর:,,,
dekhte,দেখতে,,,,
dekte,দেখতে,,,,
boho,বহু,,,,
bohu,বহু,,,,
pey,পেয়ে,,,,
peye,পেয়ে,,,,
shutrer,সূত্রের,,,,
sutrer,সূত্রের,,,,
ageai,আগেই,,,,
aagei,আগেই,,,,
jodio,যদিও,,,,
jodiyo,যদিও,,,,
muke,মুখে,,,,
mukhe,মুখে,,,,
panchayet,পঞ্চায়েত,পাঞ্চেত,,,
ponchayet,পঞ্চায়েত,পঞ্চায়েতের,পঞ্চায়েতে,,
vishioyti,বিষয়টি,,,,
bishoyti,বিষয়টি,বিষয়টিকে,বিষয়টিও,,
boktobbo,বক্তব্য,বক্তব্য:,বক্তব্য—,,
vyoktobbo,বক্তব্য,,,,
byoktobbo,বক্তব্য,,,,
bharotio,ভারতীয়,,,,
varotio,ভারতীয়,,,,
bharotiyo,ভারতীয়,,,,
songsthar,সংস্থার,,,,
songosthar,সংস্থার,,,,
shongosthor,সংস্থার,,,,
badite,বাড়িতে,বাড়িতে,বাড়তি,,
barite,বাড়িতে,বাড়িতে,বাড়তি,,
vishesh,বিশেষ,,,,
bishesh,বিশেষ,,,,
panch,পাঁচ,,,,
pach,পাঁচ,,,,
shadharon,সাধারণ,,,,
sadharon,সাধারণ,,,,
sadhaaron,সাধারণ,,,,
chharha,ছাড়া,,,,
chhada,ছাড়া,,,,
chara,ছাড়া,ছাড়া,চড়া,চারা,চাড়া
pasapasi,পাশাপাশি,,,,
pashapashi,পাশাপাশি,পাশপাশি,,,
aita,এটা,,,,
eta,এটা,,,,
sale,সালে,,,,
salae,সালে,,,,
hon,হন,হোন,,,
haun,হন,,,,
sukrobar,শুক্রবার,,,,
sukrubar,শুক্রবার,,,,
koty,কোটি,,,,
kote,কোটি,,,,
koti,কোটি,কটি,কোটি,,
rashta,রাস্তা,,,,
rasta,রাস্তা,,,,
rastaa,রাস্তা,,,,
shompadok,সম্পাদক,,,,
sompadok,সম্পাদক,,,,
shonibar,শনিবার,,,,
shonibaar,শনিবার,,,,
shonivar,শনিবার,,,,
rokam,রকম,,,,
rokom,রকম,,,,
jog,যোগ,যোগ,,,
zog,যোগ,,,,
congresser,কংগ্রেসের,,,,
congoreser,কংগ্রেসের,,,,
budhbar,বুধবার,,,,
budhubar,বুধবার,,,,
vudhvar,বুধবার,,,,
janiechhe,জানিয়েছে,,,,
janiayeche,জানিয়েছে,,,,
janiyeche,জানিয়েছে,,,,
somvar,সোমবার,,,,
somboar,সোমবার,,,,
shombar,সোমবার,,,,
sombar,সোমবার,সোমবার,,,
badot,ভারত,,,,
varot,ভারত,,,,
barot,ভারত,,,,
robivar,রবিবার,,,,
robibar,রবিবার,,,,
rovivar,রবিবার,,,,
vareter,ভারতের,,,,
varoter,ভারতের,,,,
bharoter,ভারতের,,,,
mongalbar,মঙ্গলবার,,,,
mongolvar,মঙ্গলবার,,,,
mongolbar,মঙ্গলবার,,,,
cipiem,সিপিএম,,,,
cpem,সিপিএম,,,,
cpm,সিপিএম,,,,
kaze,কাজে,,,,
kajae,কাজে,,,,
kaje,কাজে,,,,
raka,রাখা,,,,
rakha,রাখা,,,,
rakhaa,রাখা,,,,
gotaa,গোটা,,,,
gota,গোটা,গোটা,,,
baire,বাইরে,বাইরের,,,
bayere,বাইরে,বাইরের,,,
bairae,বাইরে,,,,
zaoa,যাওয়া,,,,
zaoaa,যাওয়া,,,,
jawa,যাওয়া,,,,
jaoa,যাওয়া,,,,
korechhilen,করেছিলেন,,,,
korechilen,করেছিলেন,করছিলেন,,,
zamon,যেমন,,,,
jemon,যেমন,,,,
jamon,যেমন,,,,
vrihospotivar,বৃহস্পতিবার,,,,
brihospotibar,বৃহস্পতিবার,বৃহস্পতিবারের,,,
brihospotivar,বৃহস্পতিবার,,,,
poribarer,পরিবারের,,,,
porivarer,পরিবারের,,,,
bidhaek,বিধায়ক,,,,
bidhayek,বিধায়ক,,,,
shokale,সকালে,,,,
sokale,সকালে,,,,
jatiyo,জাতীয়,,,,
jatio,জাতীয়,,,,
maumota,মমতা,,,,
momota,মমতা,,,,
mamata,মমতা,,,,
opore,উপরে,ওপরে,,,
upore,উপরে,উগরে,,,
rae,রায়,,,,
raye,রায়,রায়ে,,,
rai,রায়,রাই,,,
boshe,বসে,বশে,,,
bose,বসে,,,,
ma,মা,,,,
maa,মা,,,,
gari,গাড়ি,গাড়ি,,,
gadi,গাড়ি,গাড়ি,,,
torophe,তরফে,,,,
torofe,তরফে,,,,
doftor,দফতর,দফতরকে,,,
dophtor,দফতর,,,,
boltae,বলতে,,,,
bolte,বলতে,বলত,,,
prakton,প্রাক্তন,,,,
prakoton,প্রাক্তন,,,,
baba,বাবা,,,,
vava,বাবা,,,,
sipiemer,সিপিএমের,,,,
cpemer,সিপিএমের,,,,
cipiemer,সিপিএমের,,,,
ghotaunar,ঘটনায়,,,,
kokhono,কখনও,,,,
kokhonou,কখনও,,,,
janiye,জানিয়ে,,,,
janie,জানিয়ে,,,,
sodossho,সদস্য,,,,
sodoshyo,সদস্য,,,,
choto,ছোট,ছোটে,,,
chhoto,ছোট,,,,
mash,মাস,,,,
maash,মাস,,,,
mas,মাস,,,,
bollen,বললেন,,,,
rat,রাত,,,,
raat,রাত,,,,
jayegaye,জায়গায়,,,,
jaygay,জায়গায়,জায়গাই,,,
vishoye,বিষয়ে,বিষয়,,,
bishoye,বিষয়ে,,,,
aiktu,একটু,,,,
ektu,একটু,,,,
aktu,একটু,,,,
poreyi,পরেই,,,,
porei,পরেই,পরই,পড়েই,,
voter,ভোটের,ভোটের,,,
bhoter,ভোটের,,,,
comiteer,কমিটির,,,,
comitir,কমিটির,,,,
ase,আসে,,,,
ashe,আসে,,,,
jonee,জমি,,,,
jomi,জমি,,,,
mukh,মুখ,,,,
mookh,মুখ,,,,
thanar,থানার,,,,
thanahar,থানার,,,,
chaloo,চালু,,,,
chalu,চালু,,,,
joma,জমা,,,,
zoma,জমা,,,,
somvob,সম্ভব,সম্ভবত,সঙ্ঘ,,
sombhob,সম্ভব,,,,
shombhov,সম্ভব,সম্ভবত,,,
agaami,আগামী,,,,
agame,আগামী,,,,
agami,আগামী,,,,
poristhiti,পরিস্থিতি,পরিস্থিতিতে,,,
poristithi,পরিস্থিতি,,,,
ghoshona,ঘোষণা,,,,
ghoshna,ঘোষণা,,,,
firae,ফিরে,,,,
fire,ফিরে,ফায়ার,,,
prarthomik,প্রাথমিক,,,,
prathomik,প্রাথমিক,,,,
gelye,গেলে,,,,
gele,গেলে,,,,
gyele,গেলে,,,,
mrittu,মৃত্যু,মৃত,,,
mrityu,মৃত্যু,,,,
mrutyu,মৃত্যু,,,,
rajnitigyo,রাজনৈতিক,,,,
rajnoitik,রাজনৈতিক,,,,
rajnoitig,রাজনৈতিক,,,,
purosovar,পুরসভার,,,,
purousovar,পুরসভার,,,,
pujo,পুজো,,,,
poojo,পুজো,,,,
jate,যাতে,জটে,,,
jaate,যাতে,,,,
zate,যাতে,,,,
grame,গ্রামে,,,,
gramae,গ্রামে,,,,
janaano,জানানো,,,,
janano,জানানো,জানানো,,,
barir,বাড়ির,বাড়ির,,,
badir,বাড়ির,বাড়ির,,,
uddhdar,উদ্ধার,,,,
uddhar,উদ্ধার,উদ্ধারের,,,
pase,পাশে,,,,
pashe,পাশে,,,,
bebohar,ব্যবহার,ব্যবহারে,,,
vyebohar,ব্যবহার,,,,
vyevohar,ব্যবহার,,,,
bhenge,ভেঙে,,,,
venge,ভেঙে,,,,
skul,স্কুল,,,,
skool,স্কুল,,,,
school,স্কুল,,,,
nijyeder,নিজেদের,,,,
nijeder,নিজেদের,,,,
kendro,কেন্দ্র,কেন্দ্রও,,,
kandro,কেন্দ্র,,,,
tothoh,তথা,,,,
totha,তথা,,,,
pothae,পথে,,,,
pothe,পথে,পথই,,,
songya,সংস্থা,,,,
songa,সংস্থা,,,,
montri,মন্ত্রী,,,,
montiri,মন্ত্রী,,,,
matro,মাত্র,মাত্রা,,,
matra,মাত্র,মাত্রা,,,
jaante,জানতে,,,,
jante,জানতে,,,,
zante,জানতে,,,,
bolychen,বলেছেন,,,,
thakhbe,থাকবে,,,,
thakbe,থাকবে,,,,
shikhkhok,শিক্ষক,,,,
shikkhok,শিক্ষক,,,,
korlin,করলেন,,,,
korlen,করলেন,,,,
oothe,উঠে,,,,
uthe,উঠে,ওঠে,,,
mohila,মহিলা,,,,
sokal,সকাল,,,,
shokal,সকাল,,,,
shinho,সিংহ,,,,
singho,সিংহ,,,,
rastae,রাস্তায়,,,,
rastaye,রাস্তায়,,,,
dhorha,ধরা,,,,
dhora,ধরা,,,,
graam,গ্রাম,,,,
gram,গ্রাম,,,,
hoa,হওয়া,,,,
howa,হওয়া,,,,
hoba,হওয়া,,,,
proshasener,প্রশাসনের,,,,
prosasoner,প্রশাসনের,,,,
proshashoner,প্রশাসনের,প্রশাসন,,,
rekhe,রেখে,,,,
reke,রেখে,,,,
moddhei,মধ্যেই,,,,
modheyi,মধ্যেই,,,,
ekhene,এখানে,,,,
ekhane,এখানে,,,,
prosrhashon,প্রশাসন,,,,
prosason,প্রশাসন,,,,
naagaad,নাগাদ,,,,
nagad,নাগাদ,নগদ,,,
bhorti,ভর্তি,,,,
vorti,ভর্তি,,,,
korbe,করবে,,,,
korve,করবে,,,,
suyog,সুযোগ,,,,
soojog,সুযোগ,,,,
sujog,সুযোগ,সুযোগে,সুযোগ,,
somproti,সম্প্রতি,,,,
shomproti,সম্প্রতি,,,,
maate,মাঠে,,,,
maathe,মাঠে,,,,
mach,ম্যাচ,মাছ,,,
machh,ম্যাচ,মাছ,,,
poojor,পুজোর,,,,
pujor,পুজোর,পুজোর,,,
vyapare,ব্যাপারে,,,,
byapare,ব্যাপারে,,,,
bepare,ব্যাপারে,ব্যপারে,,,
dokshin,দক্ষিণ,,,,
dokkhin,দক্ষিণ,,,,
dilen,দিলেন,,,,
dilaen,দিলেন,,,,
korben,করবেন,,,,
kaaronei,কারণে,,,,
karone,কারণে,,,,
vidhanshobha,বিধানসভা,,,,
bidhansobha,বিধানসভা,,,,
bidhansova,বিধানসভা,,,,
rajjae,রাজ্যে,,,,
rajye,রাজ্যে,,,,
rajje,রাজ্যে,,,,
modi,মোদী,মোদী,,,
blok,ব্লক,,,,
block,ব্লক,ব্লকে,,,
skuler,স্কুলের,,,,
skooler,স্কুলের,,,,
schooler,স্কুলের,,,,
asha,আসা,আশা,,,
asaa,আসা,,,,
thakte,থাকতে,,,,
dhoronyer,ধরনের,,,,
dhoroner,ধরনের,ধরণের,,,
todonto,তদন্ত,তদন্তও,,,
tadanto,তদন্ত,,,,
cormider,কর্মীদের,,,,
kormider,কর্মীদের,,,,
kolkaatar,কলকাতার,,,,
kolkatar,কলকাতার,কলকাতায়,,,
takae,তাকে,টাকায়,,,
ditiyo,দ্বিতীয়,,,,
ditio,দ্বিতীয়,,,,
seye,চেয়ে,ছেয়ে,,,
ceye,চেয়ে,,,,
sheye,চেয়ে,,,,
note,নোট,নোটে,নোট,,
notei,নোট,নোটই,,,
shashto,স্বাস্থ্য,,,,
sashtho,স্বাস্থ্য,,,,
chele,ছেলে,,,,
chhele,ছেলে,,,,
kolej,কলেজ,,,,
college,কলেজ,কলেজে,,,
druto,দ্রুত,,,,
chatro,ছাত্র,,,,
chhatro,ছাত্র,,,,
menae,মেনে,,,,
mene,মেনে,,,,
rakhte,রাখতে,,,,
